Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Github URL,Have Prototype?,Initial Token Price,Official Website,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,branches,commits,forks,name,stars,url,watchers,description,end_time,image,price_usd,start_time,timezone,website_link
,SRN,Switzerland,,No,https://github.com/sirin-labs,,$0.9000,https://sirinlabs.com/,Ethereum,,$0.03,-96.11%,United States,"$157,885,825",,16,393,38,finney,53,https://icowatchlist.com/ico/finney,42,Sirin Labs is building an ultra secured  open sourced communication device for the blockchain era,2017-12-25 00:00:00,https://icowatchlist.com/logos/finney.png,0.02,2017-12-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/finney
,REM,Ukraine,,No,,,$0.0000,https://www.remme.io,Ethereum,,$0.02,,United States,"$17,500,000",,0,0,0,remme,0,https://icowatchlist.com/ico/remme,0,Access Management solution replacing passwords with the distributed authentication,2017-12-25 00:00:00,https://icowatchlist.com/logos/remme.png,0.02,2017-12-04 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/remme
,INS,Russian Federation,,No,,,$1.0000,https://ins.world/,Ethereum,,$0.31,,United States,,,0,0,0,insecosystem,0,https://icowatchlist.com/ico/insecosystem,0,Decentralized ecosystem directly connecting grocery manufacturers and consumers,2017-12-25 11:00:00,https://icowatchlist.com/logos/insecosystem.png,0.30,2017-12-04 11:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/insecosystem
,PEF,Switzerland,,No,,,$300.0000,https://prosume.io,Ethereum,,,,United States,,,0,0,0,prosumeenergy,0,https://icowatchlist.com/ico/prosumeenergy,0,The biggest energy revolution ever,2017-12-25 23:59:59,https://icowatchlist.com/logos/prosumeenergy.png,NA,2017-11-06 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/prosumeenergy
,CAN,Australia,,No,,,$0.4615,https://canya.io/,Ethereum,,$0.02,,United States,,,0,0,0,canya,0,https://icowatchlist.com/ico/canya,0,Real working platform for a 2 trillion dollar peer to peer market,2017-12-26 00:00:00,https://icowatchlist.com/logos/canya.png,0.03,2017-11-26 00:00:00,UTC+11,https://api.icowatchlist.com/public/v1/url/canya
,DES,Estonia,,No,,,$0.3000,https://descrow.com/,Ethereum,,$0.02,,United States,,,0,0,0,decentralizedescrow,0,https://icowatchlist.com/ico/decentralizedescrow,0,DesAnti Scam helps to protect blockchain investors from financial losses,2017-12-27 11:59:59,https://icowatchlist.com/logos/decentralizedescrow.png,0.02,2017-11-29 12:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/decentralizedescrow
ETH,LEND,Estonia,"$17,900,000",No,https://github.com/ETHLend,,$0.0200,https://ethlend.io/en/,Ethereum,,$0.01,-52.26%,United States,"$17,860,000","1,300,000,000",16,573,123,ethlend,129,https://icowatchlist.com/ico/ethlend,44,ETHLend a blockchain startup that introduces decentralized lending it aims to enable decentralized lending globally by allowing crypto borrowing,2017-12-27 23:59:00,https://icowatchlist.com/logos/ethlend.png,0.01,2017-11-25 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ethlend
,BKX,Cayman Islands,,No,https://github.com/BankEx ,,$0.6000,https://bankex.com,Ethereum,,$0.02,,United States,,,0,0,0,bankex,0,https://icowatchlist.com/ico/bankex,0,A ProofofAsset Protocol that brings together BankasaService and Blockchain technology to evolve capital markets Tokenization of realworld and financial assets,2017-12-28 00:00:00,https://icowatchlist.com/logos/bankex.png,0.02,2017-11-28 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bankex
,SIG,United States,,No,,,$0.5000,https://www.spectivvr.com/,Ethereum,,,,United States,,,0,0,0,spectiv,0,https://icowatchlist.com/ico/spectiv,0,Spectiv is a signal token protocol,2017-12-29 02:00:00,https://icowatchlist.com/logos/spectiv.png,NA,2017-12-08 14:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/spectiv
,NAU,Cayman Islands,,No,https://github.com/nau-dev?tab=repositories,,$0.0400,https://nau.io/,Ethereum,,,,United States,,,0,0,0,nau,0,https://icowatchlist.com/ico/nau,0,NAU directly links buyers and sellers n a retail market,2017-12-29 12:00:00,https://icowatchlist.com/logos/nau.png,NA,2017-10-31 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/nau
,PMT,Russian Federation,,No,https://github.com/CryptonStudio,,$35.0000,https://ico.playmarket.io/,Ethereum,,,,United States,,,12,1118,5,daoplaymarket20,44,https://icowatchlist.com/ico/daoplaymarket20,14,A decentralized Android app store combined with an ICO developer platform crypto exchange that accepts payment in cryptocurrency ,2017-12-29 23:59:59,https://icowatchlist.com/logos/daoplaymarket20.png,NA,2017-11-08 00:00:00,UTC+7,https://api.icowatchlist.com/public/v1/url/daoplaymarket20
,LHC,Russian Federation,,No,https://github.com/LHCrypto/LHToken,,$0.1000,https://lh-crypto.io,Ethereum,,$0.01,,United States,,,1,1,18,lhcrypto,5,https://icowatchlist.com/ico/lhcrypto,6,LHCoin is a token with monthly income from operational activities,2017-12-30 00:00:00,https://icowatchlist.com/logos/lhcrypto.png,0.01,2017-10-30 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/lhcrypto
,LST,Russian Federation,,No,https://github.com/liveshowio/liveshow_smart_contract,,$0.0750,http://www.liveshow.io,Ethereum,,$0.00,,United States,,,1,2,0,liveshow,0,https://icowatchlist.com/ico/liveshow,0,LIVESHOW is creating a webcam platform of a new generation which is based on blockchain technology,2017-12-30 00:00:00,https://icowatchlist.com/logos/liveshow.png,0.00,2017-11-10 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/liveshow
,STY,Switzerland,,No,https://github.com/StyrasIco/Styras,,$0.1020,https://styras.io/,Ethereum,,,,United States,,,1,1,0,styras,0,https://icowatchlist.com/ico/styras,0,STYRAS Connects everyone anywhere and everywhere,2017-12-30 00:00:00,https://icowatchlist.com/logos/styras.png,NA,2017-11-21 15:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/styras
,DMC,Russian Federation,,No,,,$66.0000,https://odmcoin.com/,Ethereum,,$0.00,,United States,,,0,0,0,odmcoin,0,https://icowatchlist.com/ico/odmcoin,0,First investment blockchain option in the oil and gas sector,2017-12-31 03:00:00,https://icowatchlist.com/logos/odmcoin.png,0.00,2017-12-01 03:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/odmcoin
,FDM,Cayman Islands,,No,,,$0.0250,https://freedomstreaming.io,Ethereum,,$0.00,,United States,,,0,0,0,freedomstreaming,0,https://icowatchlist.com/ico/freedomstreaming,0,Freedom Streaming offers a full live streaming platform that allows you to stream from anywhere in the world uncensored safe and anonymously,2017-12-31 17:00:00,https://icowatchlist.com/logos/freedomstreaming.png,0.00,2017-11-15 17:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/freedomstreaming
,FPT,Afghanistan,,No,,,$0.1000,https://familypoints.io/,Ethereum,,,,United States,,,0,0,0,familypoints,0,https://icowatchlist.com/ico/familypoints,0,Bringing Smart Contacts to Smart Parents,2017-12-31 23:59:59,https://icowatchlist.com/logos/familypoints.png,NA,2017-12-01 00:00:00,UTC--4,https://api.icowatchlist.com/public/v1/url/familypoints
,CIX,Costa Rica,,No,http://www.github.com/cryptonetix,,$0.3400,http://www.cryptonetix.com,Ethereum,,$0.00,-98.98%,United States,"$110,000",,0,0,0,cryptonetix,0,https://icowatchlist.com/ico/cryptonetix,0,Cryptonetix will be the foremost blockchain asset management analytics funding and educational platform for the rapidly growing cryptocurrency markets,2017-12-31 23:59:59,https://icowatchlist.com/logos/cryptonetix.png,0.00,2017-11-15 00:00:00,UTC--6,https://api.icowatchlist.com/public/v1/url/cryptonetix
,,,,,,,,,,,,,,,,0,0,0,fantasymarket,0,https://icowatchlist.com/ico/fantasymarket,0,Fantasy Market is an innovative marketplace where users control the performers through the use of our token,2018-01-01 12:00:00,https://icowatchlist.com/logos/fantasymarket.png,NA,2017-12-03 22:00:00,UTC+4,https://api.icowatchlist.com/public/v1/url/fantasymarket
,LOL,United States,,No,https://github.com/LoanOrLease/lol,,$0.2000,Https://www.loanorlease.com,Bitcoin Fork,,,,United States,,,1,1,2,loanorlease,0,https://icowatchlist.com/ico/loanorlease,1,Decentralized Lending Network of Masternodes,2018-01-04 12:00:00,https://icowatchlist.com/logos/loanorlease.png,NA,2017-12-01 12:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/loanorlease
,TIO,Switzerland,,No,,,$0.5600,https://trade.io/?utm_source=icowatchlist&utm_medium=article&utm_campaign=listing&utm_term=CTA,Ethereum,,$0.01,-98.78%,United States,"$31,000,000",,0,0,0,tradeio,0,https://icowatchlist.com/ico/tradeio,0,tradeio is an innovative new blockchain trading platform that will disrupt the financial ecosystem and democratize the markets,2018-01-04 23:59:59,https://icowatchlist.com/logos/tradeio.png,0.01,2017-12-07 00:00:01,UTC+0,https://api.icowatchlist.com/public/v1/url/tradeio
,CABS,Luxembourg,,No,https://github.com/cybertrustbank,,$150.0000,https://www.cybertrust.io/,Ethereum,,,,United States,,,0,0,0,cybertrust,0,https://icowatchlist.com/ico/cybertrust,0,We help Banks buy Bitcoin,2018-01-05 23:59:59,https://icowatchlist.com/logos/cybertrust.png,NA,2017-11-29 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/cybertrust
,BTF,United States,,No,,,$0.0510,www.blockchaintradedfunds.com,Ethereum,,,,United States,,,0,0,0,blockchaintradedfund,0,https://icowatchlist.com/ico/blockchaintradedfund,0,The Blockchain Traded Fund is a closed ended fund that invests in the best Ethereum,2018-01-06 00:00:00,https://icowatchlist.com/logos/blockchaintradedfund.png,NA,2017-12-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/blockchaintradedfund
,UCASH,Canada,,No,,,$0.0100,https://u.cash,Ethereum,,$0.00,,United States,,,0,0,0,ucash,0,https://icowatchlist.com/ico/ucash,0,Cash meets digital currencies,2018-01-07 00:00:00,https://icowatchlist.com/logos/ucash.png,0.00,2017-09-08 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ucash
,STARS,United Kingdom,,No,,,$0.0000,http://starsgroup.io,Ethereum,,,,United States,,,0,0,0,starsgroup,0,https://icowatchlist.com/ico/starsgroup,0,Progressive financial infrastructure for professional footballers,2018-01-10 00:00:00,https://icowatchlist.com/logos/starsgroup.png,NA,2017-11-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/starsgroup
,CHSB,Switzerland,"$50,000,000",No,https://github.com/SwissBorg,,$0.0900,https://swissborg.com/en/,Ethereum,,$0.01,,United States,,"620,000,000",9,83,115,swissborg,564,https://icowatchlist.com/ico/swissborg,431,The New Era of Swiss Private Banking with Smart Contracts,2018-01-10 13:00:00,https://icowatchlist.com/logos/swissborg.png,0.01,2017-12-07 13:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/swissborg
,LOAN,Gibraltar,,No,https://github.com/Lendoit,,$0.0000,https://lendoit.com?refid=3121,Ethereum,,,,United States,,,0,0,0,lendoit,0,https://icowatchlist.com/ico/lendoit,0,Lendoit is the only True Decentralized P2P Lending Platform using Blockchain Technology,2018-01-13 14:00:00,https://icowatchlist.com/logos/lendoit.png,NA,2017-12-13 14:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/lendoit
,CRYPT,Estonia,,No,,,$0.4800,https://crypterium.io/,Ethereum,,$0.03,,United States,,"99,983,577",0,0,0,crypterium,0,https://icowatchlist.com/ico/crypterium,0,Digital mobile cryptobank,2018-01-14 10:00:00,https://icowatchlist.com/logos/crypterium.png,0.05,2017-10-31 10:00:00,UTC--4,https://api.icowatchlist.com/public/v1/url/crypterium
,EVN,Switzerland,,No,https://github.com/orgs/envion/,,$1.0000,https://envion.org/,Ethereum,,$0.07,,United States,,,1,12,10,envionevn,7,https://icowatchlist.com/ico/envionevn,4,ENVION makes mining green  mobile,2018-01-14 12:00:00,https://icowatchlist.com/logos/envionevn.png,0.09,2017-12-15 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/envionevn
,GAT,Hong Kong,,No,https://github.com/gatcoin,,$0.0450,https://www.gatcoin.io/,Ethereum,,$0.00,-96.30%,United States,"$40,360,000",,0,0,0,gatcoin,0,https://icowatchlist.com/ico/gatcoin,0,GATCOIN transforms traditional discount coupons loyalty points and shopping vouchers into liquid tradable digital tokens,2018-01-14 12:00:00,https://icowatchlist.com/logos/gatcoin.png,0.00,2018-01-14 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/gatcoin
,COV,Gibraltar,,No,https://github.com/covesting,,$0.8700,https://covesting.io,Ethereum,,$0.10,,United States,,,0,0,0,covesting,0,https://icowatchlist.com/ico/covesting,0,Revolutionary copytrading platform combined with the most complete infrastructure for investors and cryptocurrency traders,2018-01-15 12:00:00,https://icowatchlist.com/logos/covesting.png,0.26,2017-11-24 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/covesting
,APPC,Singapore,,No,https://github.com/Aptoide/AppCoins/,,$0.1960,https://appcoins.io/,Ethereum,,$0.08,,United States,,,0,0,0,appcoin,0,https://icowatchlist.com/ico/appcoin,0,AppCoins is the first cryptocurrency for app stores serving 200 million active users,2018-01-15 23:59:59,https://icowatchlist.com/logos/appcoin.png,0.06,2017-12-13 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/appcoin
USD,TZRO,United States,"$250,000,000",No,,,$10.0000,https://www.tzero.com/,Blockchain,,,,United States,"$250,000,000","250,000,000",0,0,0,tzero,0,https://icowatchlist.com/ico/tzero,0,The tZERO platform integrates cryptographically secure distributed ledgers with existing market processes to reduce settlement time and costs,2018-01-18 19:32:00,https://icowatchlist.com/logos/tzero.png,NA,2017-12-18 19:32:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tzero
,SLRM,United States,,No,,,$0.7000,https://solareum.club/,Ethereum,,,,United States,,,0,0,0,solareum,0,https://icowatchlist.com/ico/solareum,0,Solareum brings solar energy on Blockchain,2018-01-18 23:59:59,https://icowatchlist.com/logos/solareum.png,NA,2017-12-25 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/solareum
,TRF,Hong Kong,,No,,,$0.2800,https://travelflex.org/,Other,,$0.00,,United States,,,0,0,0,travelflexcoin,0,https://icowatchlist.com/ico/travelflexcoin,0,New DAG tech based cryptocurrency decentralized social travel network and payment system,2018-01-22 11:59:59,https://icowatchlist.com/logos/travelflexcoin.png,0.00,2017-12-14 00:00:01,UTC+8,https://api.icowatchlist.com/public/v1/url/travelflexcoin
BTC,ELA,China,"$94,100,000",No,https://github.com/elastos,,$18.0900,https://www.elastos.org/,Blockchain,,$2.78,-84.63%,United States,"$94,073,200","33,000,000",410,38058,11004,elastos,653,https://icowatchlist.com/ico/elastos,1381,Blockchain with totally decentralized P2P economic infrastructure which authenticates digital rights and turns digital information into assets ,2018-01-23 18:48:00,https://icowatchlist.com/logos/elastos.png,3.17,2018-01-02 18:47:00,UTC+0,https://api.icowatchlist.com/public/v1/url/elastos
,HCT,United States,,No,,,$1.0000,https://www.nareigus.com,Ethereum,,,,United States,,,0,0,0,realestatecoupon,0,https://icowatchlist.com/ico/realestatecoupon,0,The First Real Estate Coupon Ethereum Token for Purchasing Properties,2018-01-25 00:00:00,https://icowatchlist.com/logos/realestatecoupon.png,NA,2018-01-16 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/realestatecoupon
,BDG,Lithuania,,No,https://github.com/bitdegree,,$0.0300,https://www.bitdegree.org,Ethereum,,$0.00,,United States,,,7,131,55,bitdegree,37,https://icowatchlist.com/ico/bitdegree,28,The worlds first blockchainpowered online education platform with token scholarships  tech talent acquisition,2018-01-25 23:59:59,https://icowatchlist.com/logos/bitdegree.png,0.00,2017-12-01 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bitdegree
,EDU,United States,,No,,,$0.1000,https://tokensale.liveedu.tv/,Ethereum,,,,United States,"$10,500,000",,0,0,0,liveedu,0,https://icowatchlist.com/ico/liveedu,0,LiveEdu is Youtube for Online Education the nextgeneration Lyndacom,2018-01-26 00:00:00,https://icowatchlist.com/logos/liveedu.png,NA,2018-01-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/liveedu
,REALESTATE,Australia,,No,https://github.com/Propify-Org/Ecosystem,,$4.5000,https://www.propify.online ,Ethereum,,,,United States,,,1,4,1,propify,0,https://icowatchlist.com/ico/propify,0,The Decentralized Real Estate Platform,2018-01-26 00:00:00,https://icowatchlist.com/logos/propify.png,NA,2017-12-14 00:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/propify
,JNT,Switzerland,,No, https://github.com/jibrelnetwork/,,$0.2000,https://jibrel.network/,Ethereum,,$0.05,,United States,,,88,10767,6058,jibrelnetwork,118,https://icowatchlist.com/ico/jibrelnetwork,147,Jibrel provides traditional financial assets such as currencies bonds and equities as standard ERC20 tokens on the Ethereum Blockchain,2018-01-26 12:00:00,https://icowatchlist.com/logos/jibrelnetwork.png,0.04,2017-11-27 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/jibrelnetwork
ETH,POLY,Canada,,No,https://github.com/PolymathNetwork,,$0.0000,https://www.polymath.network/,Blockchain,,$0.12,,United States,,"1,000,000,000",479,9628,512,polymath,496,https://icowatchlist.com/ico/polymath,535,Polimath is the interface between financial securities and the blockchain,2018-01-27 23:59:00,https://icowatchlist.com/logos/polymath.png,0.08,2018-01-27 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/polymath
"ETH, BTC, LTC, BCH, DASH",STQ,Russian Federation,"$25,000,000",No,https://github.com/Storiqa,,$0.0000,https://crowdsale.storiqa.com/,Blockchain,,$0.00,,United States,"$25,000,000","1,500,000",1,18,29,storiqa,28,https://icowatchlist.com/ico/storiqa,18,Storiqa  a marketplace with a wide range of functions for effective sales in the world of a new digital economy,2018-01-29 18:20:00,https://icowatchlist.com/logos/storiqa.png,0.00,2017-11-29 18:20:00,UTC+0,https://api.icowatchlist.com/public/v1/url/storiqa
,FLP,United States,,No,https://github.com/gameflip/tokensale,,$2.2500,https://tokensale.gameflip.com/,Ethereum,,$0.01,,United States,,,1,4,12,gameflip,13,https://icowatchlist.com/ico/gameflip,5,FLIP Cryptotoken for gamers from gaming experts,2018-01-29 19:00:00,https://icowatchlist.com/logos/gameflip.png,0.01,2017-12-04 19:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/gameflip
,VIT,United Kingdom,,No,,,$0.9000,https://vimarket.io/,Ethereum,,$0.00,,United States,,,0,0,0,vimarket,0,https://icowatchlist.com/ico/vimarket,0,A 3D marketplace that allows users to create and share virtual reality VR experiences ViMarket promises to bring about a muchneeded breakthrough in the global ecommerce ecosystem,2018-01-31 00:00:00,https://icowatchlist.com/logos/vimarket.png,0.00,2017-12-07 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/vimarket
